章节序号,题目序号,问题,选项,正确选项序号,解释
67,11,What is the role of the MaterialTheme composable in a Compose project?,"[""To apply color, typography, and shape theming to components"",""To create new UI elements"",""To define the structure of an app"",""To handle user input""]",0,"MaterialTheme is used in Compose to apply theming elements such as colors, typography, and shapes across an apps UI components."
67,12,What tool helps developers create complementary color palettes for their Android app themes?,"[""Android Studio Layout Editor"",""ColorPicker"",""Compose Designer"",""Material Theme Builder""]",3,"The Material Theme Builder is designed to assist developers in selecting harmonious color palettes and typography for their app themes, simplifying the customization process."
67,13,Where can the complete list of Material Design 3 color slot names be found?,"[""At the official Android developer website"",""In the Android Studio documentation"",""In the MainActivity.kt file"",""In the MaterialTheme file""]",0,"The full list of Material Design 3 color slots can be found on the official Android developer website, providing developers with a reference for all available color slots."
67,14,Which file should be edited to change the default font sizes used in a Material Design 3 theme?,"[""Font.kt"",""Theme.kt"",""Typography.kt"",""type.xml""]",2,"Typography.kt defines the font sizes, styles, and families used in a Material Design theme, allowing developers to customize how text appears throughout their app."
67,15,Which function is used to wrap a content composable with a theme in Android Studio?,"[""MaterialTheme()"",""Scaffold()"",""Theme()"",""setContent()""]",0,"MaterialTheme() is used to wrap the content of a composable with the apps color, typography, and shape theming, applying the theme consistently throughout the app."
67,16,Which method is used to check if a device is in dark mode in a Compose project?,"[""isDarkTheme()"",""isDeviceInDarkMode()"",""isSystemDarkMode()"",""isSystemInDarkTheme()""]",3,"The isSystemInDarkTheme() method is used in Compose to determine if the device is currently using dark mode, allowing the app to adjust its theme accordingly."
67,17,Which of the following is a recommended practice when using the Material Theme Builder?,"[""Download and directly replace existing Color.kt and Theme.kt files"",""Manually edit every color slot"",""Only use predefined themes"",""Use the default colors without any adjustments""]",0,"After designing a custom theme using the Material Theme Builder, developers can export the theme files and replace the existing Color.kt and Theme.kt files in their project for consistency."
67,18,Which type of colors does dynamicLightColorScheme() function use?,"[""Colors that match user preferences and system themes"",""High-contrast colors"",""Predefined color palettes"",""Randomly generated colors""]",0,"The dynamicLightColorScheme() function adjusts colors to match user-selected themes, providing a personalized look that aligns with the users system preferences."
67,19,Why is it recommended to include defensive code for dynamic colors in themes?,"[""Because dynamic colors are available on all Android versions"",""To ensure colors remain static"",""To handle devices running older versions of Android"",""To prevent the app from changing colors""]",2,Dynamic colors are only supported on Android 12 and above. Including defensive code ensures that the theme falls back to predefined colors on devices with older Android versions.
68,0,What is the default name of the compressed theme file generated by the Material Theme Builder?,"[""custom_theme.zip"",""material-theme.zip"",""material_theme.zip"",""theme-export.zip""]",1,The theme is saved as a compressed file named material-theme.zip when exported from the Material Theme Builder.
68,1,What is the purpose of the Export theme button in the Material Theme Builder?,"[""To create a zip file containing the theme files"",""To export database files"",""To export the app's codebase"",""To generate a new project structure""]",0,"The Export theme button in the Material Theme Builder generates a zip file containing the theme files like Color.kt, Theme.kt, and Type.kt."
68,2,What is the purpose of the Material Theme Builder tool in Android development?,"[""To build APK files for Android apps"",""To create new Android projects"",""To debug errors in Android apps"",""To design custom themes with specific colors and fonts""]",3,The Material Theme Builder tool is used for designing custom themes by allowing developers to select colors and fonts for their apps.
68,3,What is the purpose of the dynamic color feature in Material Design 3?,"[""To allow apps to automatically adjust colors based on user settings"",""To disable dark mode in Android apps"",""To enable debugging in dark mode"",""To provide default themes for Android apps""]",0,Dynamic color support in Material Design 3 allows the apps theme colors to adapt to user settings like the chosen wallpaper.
68,4,What should be done after replacing the default theme files with custom theme files in an Android project?,"[""Change the project's API level"",""Delete the MainActivity.kt file"",""Rebuild the app from scratch"",""Update the package declarations in the custom files""]",3,"After copying custom theme files into an Android project, the package declarations in the files should be updated to match the projects package name."
